clicked_news	category	subcategory	title
N3285	nyheter	trondheim	Tysklandsbrigaden - en tropp i bevegelse
N3286	forbruker	fritid	Se de flotte kattene som besøkte Trondheim
N3287	nyheter	nordtrondelag	- Vi storgråt da vi fant dem
N3290	nyheter	trondheim	Dette kan du ikke gjøre i romjula
N3291	No category	No subcategory	Nå kommer fasiten - slik gikk det med boligprisene i 2016
N3292	meninger	ordetfritt	Ikke ødelegg byen, dere som bestemmer. Og det handler virkelig ikke om at Anne B. Ragde mister utsikten sin. Dette er større enn som så
N3293	pluss	nyheter	250 superbusser i døgnet gjennom boligstrøk på Heimdal
N3294	nyheter	trondheim	- Det er i engelsk stil
N3295	nyheter	trondheim	Første i Norge med nytt hjerte
N3296	No category	No subcategory	Dette Iphone-trikset bør alle prøve
N3298	nyheter	okonomi	Kjøp restemat til gi-bort pris
N3303	nyheter	trondheim	Tor Olav Mørseth blir ny sjefredaktør i Adresseavisen
N3304	nyheter	okonomi	Disse to tjener mest i Trøndelag
N3306	nyheter	trondheim	Borettslag i Trondheim vil fjerne umerkede katter
N3307	pluss	meninger	Vil ha campus på Kalvskinnet
N3308	No category	No subcategory	Har du plassert røykvarsleren riktig?
N3309	No category	No subcategory	Han fikk tilbake flypassasjeravgiften
N3311	No category	No subcategory	Ti ting i boden det er på tide å bli kvitt
N3312	nyheter	utenriks	Kilopris for Tokyos dyreste tunfisk: 25.000 kroner
N3315	nyheter	trondheim	Tre personer pågrepet etter innbrudd i bil og arbeidsbrakker
N3316	pluss	nyheter	Flytter inn i desember - våren 2018 skal de ut igjen
N3317	pluss	nyheter	- Det er gjort en for dårlig jobb og nå må vi løse det
N3318	nyheter	trondheim	Mann pågrepet og tyvegods funnet etter innbrudd i Midtbyen og Byåsen
N3320	nyheter	sortrondelag	Ni ting du må vite om Stor-Trøndelag
N3321	No category	No subcategory	De vil slå sammen Trøndelag fra 2018
N3322	nyheter	sortrondelag	Adresseavisen er forsinket torsdag
N3325	100sport	ballsport	En misfornøyd Thorir ga håndballjentene en utfordring i pausen
N3328	100sport	sprek	- Vi var åtte stykker som lå på rom sammen. Etter det jeg vet, er det bare jeg som lever i dag
N3329	nyheter	trondheim	Kreftscanner kan bli stående ubrukt
N3330	100sport	sprek	Ernæringsråd etter «urovekkende» rapport: - Drikk mer melk
N3331	nyheter	trondheim	Lennarts bankkort ble stjålet - så knyttet tyven kortet til en betalingsapp
N3332	nyheter	trondheim	Merker dørene med blyant - politiet frykter innbrudd
N3333	pluss	nyheter	Nå blir det slutt på røyking på innebygde uteserveringer
N3334	No category	No subcategory	Syv tips for å skape vårstemning inne
N3335	No category	No subcategory	Familien har godt med boltreplass – 60 meter strandlinje, 300 kvm hus og stor hage
N3336	pluss	nyheter	– Jeg er skuffet over at de får lure systemet
N3338	No category	No subcategory	- Jeg synes 50/50 livet er helt topp
N3340	No category	No subcategory	Dette elektriske arbeidet kan du gjøre selv
N3343	No category	No subcategory	Så stor kan håndbagasjen din være
N3344	No category	No subcategory	Verdens ti verste flyplasser
N3345	nyheter	sortrondelag	Selger Tesla og hus og flytter til Trondheim
N3347	No category	No subcategory	Vinterens laveste temperatur 31 steder i Trøndelag
N3348	pluss	nyheter	Krever røykestopp på innebygde uteserveringer
N3352	No category	No subcategory	Dette er ADHD, og dette er mytene
N3353	nyheter	nordtrondelag	Tjener fett på andres gjeld
N3355	nyheter	trondheim	Kaffebrenneriet vil åpne flere kaffebarer i Trondheim
N3356	nyheter	trondheim	Her herjer hundene med rådyrkalven
N3358	nyheter	okonomi	Wayne’s Coffee i Midtbyen er konkurs
N3359	No category	No subcategory	Minneord: Terje Bostad (Bosse)
N3360	nyheter	innenriks	Feirer jul på ei øy i ishavet
N3361	pluss	okonomi	Det første året koster babyen nesten 50 000 kroner
N3362	nyheter	trondheim	Advarer mot BMW-raid i Trondheim
N3363	nyheter	trondheim	Her står bilistene i kø for billig drivstoff
N3364	nyheter	utenriks	Danskene vil ikke ha høyere pensjonsalder
N3365	pluss	magasin	Se Bybrua og Bakklandet for 30 år siden
N3366	nyheter	nordtrondelag	Trøndersk Høyre-topp mener ulveopprøret kan felle Erna
N3367	nyheter	innenriks	Kommunale ulvejegere sier opp i protest
N3368	pluss	magasin	Før og nå: Nedre Bakklandet 1968 og 2016
N3369	pluss	magasin	Før og nå: Da det var hus på Marinen
N3370	nyheter	okonomi	Har solgt dette prosjektet for 680 millioner kroner
N3371	pluss	magasin	Før og nå: Nordre gate for 70 år siden
N3372	pluss	magasin	Se Nedre Elvehavn i 1977 og 2016
N3374	nyheter	nordtrondelag	Agdestein på topp for Høyre i Nord-Trøndelag
N3377	No category	No subcategory	- Jeg bruker å si at vi har en hel flystripe i denne etasjen, for det er nesten sånn det føles
N3378	No category	No subcategory	Camilla har klart kunststykket å gjøre et sort/hvitt hjem både personlig, varmt og stilrent.
N3380	nyheter	sortrondelag	Snart etableres nye fotobokser i Sør-Trøndelag
N3383	No category	No subcategory	En telefon uten knapper? Vi trodde knapt det var mulig
N3384	nyheter	okonomi	Brannstasjonen får enda en ny leietaker
N3387	nyheter	okonomi	Får toppjobb for skogeierne
N3389	No category	No subcategory	Bomskudd fra Omdal
N3390	pluss	nyheter	Dette er Sluppen-alternativet
N3392	pluss	kultur	Svært langt unna bunnivå
N3393	nyheter	trondheim	Lover 5000 kroner i dusør til den som finner Coco
N3395	pluss	okonomi	Nå skal flere fylkesveier utbedres i Sør-Trøndelag
N3397	No category	No subcategory	Josefine Pettersen blir popstjerne på Trøndelag Teater
N3398	No category	No subcategory	Fyller du vaskemaskinen full når du vasker?
N3399	pluss	nyheter	Knutepunkttrøbbel for superbussprosjektet
N3400	pluss	nyheter	- Innføring av superbusser fra 2019 er et risikoprosjekt
N3401	No category	No subcategory	- Det kan være utfordrende å gå fra «all-inclusive» i Syden til flatseng i gymsal
N3404	No category	No subcategory	Har solgt selskaper verdt tre milliarder
N3405	No category	No subcategory	Fødte med nåler for 18 år siden
N3406	nyheter	nordtrondelag	Jordskjelv i Nord-Trøndelag
N3407	nyheter	innenriks	3.460 asylsøkere til Norge i fjor – rekordmange får bli
N3408	nyheter	sortrondelag	- Ikke samsvar mellom siktedes forklaring og obduksjonsrapporten
N3409	100sport	vintersport	Syk Bø må stå over verdenscuprenn
N3412	100sport	fotball	Rosenborg ønsker å hente denne treneren
N3414	100sport	fotball	Molde prøver å kjøpe Ranheim-keeper
N3418	No category	No subcategory	Derfor er det bra at barnet ditt er sta
N3420	No category	No subcategory	Brent kledning og fantastisk utsikt – et hus som skiller seg ut
N3421	pluss	meninger	Er Brøset-prosjektet virkelig et tapsprosjekt?
N3422	No category	No subcategory	Slik sikrer du deg rimelige flybilletter
N3423	nyheter	trondheim	Første beboer i «Trondheims Dubai»
N3424	100sport	fotball	Horvath forlater Molde: Nærmer seg Champions League-klubb
N3426	nyheter	trondheim	Strømtabbe ved Lade Arena: - Dette kan være veldig farlig
N3427	100sport	andreidretter	Norsk ekspert om russisk doping: – Tror de kan bli tvunget til å innrømme mer
N3428	100sport	vintersport	Dette er godbitene du må få med deg fra sportens verden denne uken
N3429	nyheter	innenriks	Slik slites stier i marka av sykling og ridning
N3430	No category	No subcategory	Astrid S nominert i to kategorier
N3431	No category	No subcategory	Lar du glassene stå for lenge i oppvaskmaskinen?
N3432	nyheter	nordtrondelag	– Det klirret i glassene
N3433	No category	No subcategory	I morgen kommer det et voldsomt væromslag i Trøndelag
N3434	forbruker	hjem	Før det kan bygges på denne boligtomta må det kjøres bort 1900 billass med myr
N3435	nyheter	sortrondelag	Her er jordskjelvene i Midt-Norge
N3436	pluss	magasin	Historiske trondheimsbilder: Her tar Tyholttårnet form
N3437	nyheter	okonomi	30 ansatte mister jobben i Q-Free
N3438	nyheter	trondheim	Ønsker du å bestille hjelp til julevasken? Da kan du være for sent ute
N3440	pluss	nyheter	Flyktningbarn får glede av Marits midtlivskrise
N3442	sport	ishockey	- Han er et beist
N3444	nyheter	nordtrondelag	Rykket ut etter melding om tyvlånt bil
N3445	pluss	nyheter	Baby fikk kokende vann over foten, kommunen uinteressert
N3446	nyheter	okonomi	Millionkontrakt til trøndersk elektronikkbedrift
N3447	nyheter	okonomi	Gartneri på Lade gjenåpnes
N3449	nyheter	trondheim	- Vi bor på ei ganske tykk jordskorpe i Trøndelag
N3450	pluss	kultur	Sterk fantasy for ungdom
N3451	nyheter	trondheim	- Ristet så kraftig at tv-en falt ned
N3453	pluss	kultur	Dette er høstens store teaterbegivenhet
N3454	pluss	kultur	En kraftprestasjon
N3455	nyheter	trondheim	Joe Cocker: - It's good
N3456	pluss	kultur	Dette ville vært fryktelig dårlig teater, om det ikke hadde vært så bra
N3457	No category	No subcategory	Fire Hedda-nominasjoner til Trøndelag Teater
N3458	pluss	kultur	Heroisk overspill i historisk drama
N3459	No category	No subcategory	Mange drømmer om å bo i en borg. De færreste bygger en selv
N3460	No category	No subcategory	Hytta hans er som et eventyrslott
N3461	pluss	nyheter	Vil kjøre turister i busser uten sjåfør i Trondheim
N3463	pluss	magasin	Se bilder fra trondheimsskolene i gamle dager
N3464	pluss	magasin	Trondheim før og nå - Del 4
N3465	nyheter	utenriks	En av Sør-Afrikas eldste vingårder rammet av brann
N3466	pluss	nyheter	Sengekapasiteten ved St. Olav er sprengt
N3468	nyheter	nordtrondelag	Snåsa kommune brøt loven da eldre pasient døde
N3469	100sport	fotball	I år stiller ikke Start lag i 16-årsserien
N3471	nyheter	nordtrondelag	Slukket brann i bolig på Røros
N3472	100sport	fotball	Her trener TV 2-profilen med Rosenborg
N3473	100sport	idrettspolitikk	Norsk Tipping deler ut 448 millioner. Se hvor mye din klubb får.
N3475	nyheter	trondheim	Takstein falt ned på fortau
N3476	pluss	magasin	Historiske trondheimsbilder: Her blir Byåsveien til
N3477	pluss	magasin	Trondheim før og nå
N3478	nyheter	trondheim	Person funnet død på Strinda
N3479	pluss	magasin	Historiske bilder: Juletretrenning på Torvet
N3481	nyheter	trondheim	Episenteret var like ved Heggstadmoen
N3484	nyheter	trondheim	Få hjelp til din egen «Hvem tror du at du er?»-jakt
N3485	pluss	nyheter	- Tippoldemor levde i en jordhytte
N3486	100sport	vintersport	Hva gikk galt for Trondheims VM-komite?
N3487	nyheter	trondheim	Kollisjon i Okstadbakken
N3489	100sport	fotball	Derfor er ikke en Molde-overgang aktuelt for Eikrem
N3492	pluss	nyheter	Tenåringsforeldre over hele landet takker pappa Jørn Are
N3494	nyheter	trondheim	Jordskjelv i Trondheim | #adressa
N3495	pluss	nyheter	Spennende jakt på slektninger
N3496	nyheter	nordtrondelag	Dette er appen som lar deg ha kjøleskapet i lomma
N3497	nyheter	trondheim	Trond Andresen kastet ut av nettforum
N3498	nyheter	kuriosa	- Han spiste pepperkjeks og lekte med ungene
N3500	nyheter	trondheim	- Bedre med litt lår og rumpe enn modelltynne kropper
N3502	No category	No subcategory	29 graders forskjell på Oppdal og Røros i morges
N3507	nyheter	moreromsdal	Døde mest sannsynlig av naturlige årsaker
N3508	pluss	kultur	«Eminent, menneskelig drama i Oscar-klasse»
N3510	nyheter	utenriks	To drept i eksplosjon i Izmir
N3512	pluss	magasin	Slik ble «The World» bygget
N3513	100sport	fotball	Bruttern vil ha dansk stortalent som sin nye midtstopper
N3514	nyheter	trondheim	Målt til 177 kilometer i timen i Okstadbakken
N3515	No category	No subcategory	Flytter alle asylsøkerne fra Stav etter bekymringsmeldinger
N3517	nyheter	okonomi	Selger livsverket sitt
N3518	pluss	nyheter	16 kamera følger med deg på Torget
N3519	100sport	fotball	Nå er Thomas (5 md.) viktigst for Gøril Kringen
N3520	nyheter	trondheim	Klarer du disse typiske ordene fra Trondheim?
N3521	No category	No subcategory	Oppdal - Bowling
N3522	No category	No subcategory	Nedalshytta
N3524	nyheter	okonomi	Nå skal det koste 10 kroner å ta ut penger fra disse minibankene
N3525	nyheter	utenriks	- Akkurat hva jeg advarte mot
N3526	No category	No subcategory	Norske verdier
N3527	pluss	kultur	At åpningsfilmen på Kosmorama ikke fikk Oscar, er en liten skandale
N3530	pluss	magasin	Dess flere detaljbilder av helt meningsløse gjenstander, dess mer oppussing må trolig til
N3531	pluss	okonomi	I morgen legges denne butikken på Tiller ned
N3532	No category	No subcategory	Krakk med betongsete
N3535	tema	villeveier	Tempo - det ledende merket
N3536	100sport	andreidretter	Per Jørgensen sier opp i protest
N3537	nyheter	trondheim	Dette bildet er tatt i ti minusgrader
N3538	pluss	nyheter	Har bare holdt stengt to uker på 46 år
N3539	nyheter	innenriks	Høyre-topper i ulvekrangel på Facebook: «En statsråd med total mangel på enhver fingerspitzengefühl»
N3540	pluss	nyheter	Elev slo alarm om nakenbilder
N3541	pluss	kultur	En oversett oversikt
N3542	nyheter	okonomi	Bygger ny fabrikk for å gjøre om avfall til drivstoff
N3543	tema	arets tronder	I fjor var det Kåre - hvem er årets trønder?
N3548	No category	No subcategory	Ekstremvær på Vestlandet stopper Hurtigruten
N3550	No category	No subcategory	Pendler-Mjøen fra Melhus krever raskere tog til Steinkjer
N3551	forbruker	hjem	Bli med inn på Gammeltunet Hanshus
N3552	nyheter	trondheim	Her er de beste bildene av Tyholttårnet
N3554	nyheter	sortrondelag	- Barna savner henne veldig
N3557	nyheter	sortrondelag	Disse skal lede det nye Trøndelag
N3558	nyheter	okonomi	Åpner nytt utested i gamle Frakken
N3559	nyheter	trondheim	Her er byens billigste dekkhotell
N3560	nyheter	sortrondelag	Dyrebutikk må stenge dørene selv etter flytting
N3563	nyheter	okonomi	Midtby-generalen ut av Midtbyen
N3565	pluss	nyheter	- Dette er uforenlig med å være kulturkomité-leder
N3567	pluss	kultur	Nå er det bestemt hva som kommer i disse lokalene
N3569	No category	No subcategory	Minneord: Kåre Bæverfjord
N3571	pluss	meninger	Steinkjer verre enn Sibir
N3576	nyheter	okonomi	Nær dobbelt så høy som Tyholttårnet
N3577	pluss	nyheter	Dette var starten for avisen som er eldre enn USA
N3578	nyheter	okonomi	Ny prisrekord i Trondheim
N3579	nyheter	okonomi	18 av 26 nye leiligheter solgt på én uke
N3580	nyheter	okonomi	- Så lenge alt stemmer spiller det ingen rolle om leiligheten koster 13 eller 15 millioner
N3581	nyheter	trondheim	- Lærte meg å lese fra avisen
N3582	nyheter	trondheim	Mann i 40-årene siktet for seksuell omgang med gutt i barneskolealder
N3585	nyheter	okonomi	Frykter at Æ sender Rema inn i dødsspiral
N3587	100sport	fotball	Han kan være Rosenborgs nye ving
N3592	nyheter	okonomi	Åpner bar, kafé og restaurant i Midtbyen
N3594	pluss	kultur	Jubileumsserien: Adresseavisen mente boikott av tyske varer på grunn av Hitler var «galskap»
N3595	nyheter	innenriks	Mann tiltalt for overgrep mot barnebarnet
N3598	No category	No subcategory	Dette norske stedet er med på prestisjefylt internasjonal reiseliste
N3599	nyheter	oppdraget	Her går brøyte-grensen på gang- og sykkelveiene
N3601	nyheter	trondheim	Slik blir den nye skolen på Heimdal
N3603	nyheter	trondheim	Røykutvikling i Vegmesterstien
N3605	No category	No subcategory	Tolv helt uunnværlige vasketips for klærne dine
N3606	No category	No subcategory	Kiteren Kari (38) bor i en meget oppgradert container i fjæra i Lofoten
N3609	nyheter	innenriks	Datatilsynet gransker butikkers kundeordninger
N3611	nyheter	innenriks	Dagbladets papiravis kan forsvinne på ukedager
N3612	pluss	okonomi	Hun mener Trondheim kan bli verdensledende innen shipping
N3613	nyheter	sortrondelag	Kulda fører til dugg på frontruta og dårlig sikt inne i tunnelene
N3616	No category	No subcategory	Stor test av 42 typer knekkebrød
N3617	nyheter	innenriks	Forbrukerrådet advarer mot dorullselger
N3618	nyheter	okonomi	Denne fabrikken i Trondheim skal levere 89 tonn batteri til to ferjer
N3620	pluss	kultur	Her serveres øl fra fire liters tappetårn med påtent stjerneskudd
N3621	100sport	vintersport	Skiheltene legger grunnlaget på kjøkkenet: - Kan tape Touren ved å spise feil
N3622	No category	No subcategory	Her var det like varmt mandag som det pleier å være om sommeren
N3625	nyheter	okonomi	Selger gård fra 1800-tallet på Saxenborg
N3626	100sport	vintersport	Slik kan Trondheim få verdenscupfinalen
N3627	nyheter	trondheim	Mann stoppet etter flere farlige forbikjøringer på E6
N3629	nyheter	nordtrondelag	- Fremdeles glatt på veiene
N3630	nyheter	okonomi	900 fosser kan legges i rør
N3631	pluss	meninger	Adressa har hatt 31 redaktører, én dem var revolusjonær
N3635	pluss	magasin	Bildeserie: Leker som har gått fullstendig i glemmeboka
N3636	100sport	fotball	Gladnyhet for norske fotballfans: FA-cupen blir vist på TV til helga
N3638	No category	No subcategory	Almhjell forlater sitt fantasy-univers
